stkcd	stknm	year	province	region_name	city	indnm	sub_ind	rd_high	rd_me	innov_qual1	innov_qual2	hr_struct	human_cap	oper_eff	tech_dens	profit	growth_exp	de_involution_index
603011	合锻智能	2019	安徽省	中部地区	合肥市	通用设备制造业	锅炉及原动设备制造	0.071448232	0.214099217	1	0	0.200391645	11.7369	0.2918	0.034946	0.039	-0.130002	0.7672613
603011	合锻智能	2020	安徽省	中部地区	合肥市	通用设备制造业	锅炉及原动设备制造	0.061342288	0.141877999	1	0	0.211788897	13.231	0.3239	0.031464	0.0303	0.205751	0.7809665
603011	合锻智能	2021	安徽省	中部地区	合肥市	通用设备制造业	锅炉及原动设备制造	0.058357746	0.176718938	1	0	0.246079614	15.0821	0.4183	0.026301	0.053	0.43955	0.8668898
603011	合锻智能	2022	安徽省	中部地区	合肥市	通用设备制造业	锅炉及原动设备制造	0.057456289	0.193281654	1	0	0.027906977	16.9913	0.4882	0.019906	0.007	0.437845	0.5069715
603011	合锻智能	2023	安徽省	中部地区	合肥市	通用设备制造业	锅炉及原动设备制造	0.058928929	0.179785748	1	0	0.030274802	18.5174	0.4247	0.021687	0.0087	0.018454	0.4515718
603012	创力集团	2017	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.031823471	0.089165868	1	0	0.021093001	14.2122	0.3389	0.036038	0.1109	0.391505	0.4502939
603012	创力集团	2018	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.025586117	0.106420405	1	0	0.023746702	15.7998	0.3795	0.030495	0.1253	0.282348	0.4284497
603012	创力集团	2019	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.033986273	0.103629977	1	0	0.022248244	16.0349	0.4598	0.026628	0.1497	0.423543	0.449346
603012	创力集团	2020	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.038787868	0.114413909	1	0	0.020751542	16.1203	0.4077	0.021224	0.1897	-0.000537	0.4065954
603012	创力集团	2021	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.042777729	0.143652561	1	0	0.033407572	18.8074	0.441	0.019844	0.1355	0.143005	0.4578946
603012	创力集团	2022	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.049683196	0.148624927	1	0	0.022820363	22.9048	0.4239	0.016737	0.1608	-0.002455	0.4544366
603012	创力集团	2023	上海市	东部地区	上海市	专用设备制造业	印刷、制药、日化及日用品生产专用设备制造	0.052628704	0.174613003	1	0	0.030340557	22.1257	0.4123	0.022326	0.1419	0.018424	0.471983
603015	弘讯科技	2017	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.087223017	0.345679012	1	0	0.075445816	25.0623	0.4967	0.0349	0.097	0.380503	0.9429751
603015	弘讯科技	2018	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.106926623	0.371010638	1	0	0.073138298	25.6603	0.4336	0.053651	0.0716	-0.064449	0.9377715
603015	弘讯科技	2019	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.097387452	0.454545455	1	0	0.084321476	26.2451	0.3598	0.135109	0.0549	-0.124094	1.140138
603015	弘讯科技	2020	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.084248767	0.456140351	1	0	0.086369771	27.24	0.3959	0.113755	0.0799	0.248339	1.121581
603015	弘讯科技	2021	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.074669042	0.459833795	1	0	0.073407202	29.9016	0.4375	0.104008	0.0906	0.247163	1.05714
603015	弘讯科技	2022	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.096772857	0.457983193	1	0	0.082633053	30.3284	0.3382	0.10839	0.067	-0.216063	1.030198
603015	弘讯科技	2023	浙江省	东部地区	宁波市	电气机械及器材制造业	输配电及控制设备制造	0.096100635	0.468085106	1	0	0.083687943	31.5462	0.3469	0.111956	0.0881	-0.01574	1.038942
603016	新宏泰	2017	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.066412202	0.321030043	1	0	0.006866953	9.5576	0.4043	0.03461	0.1276	0.005565	0.5322335
603016	新宏泰	2018	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.069579854	0.301902399	1	0	0.004962779	10.5867	0.4347	0.032799	0.1536	0.096451	0.5222534
603016	新宏泰	2019	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.066712845	0.2114237	1	0	0.006820119	11.3182	0.4598	0.033549	0.141	0.064298	0.4635872
603016	新宏泰	2020	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.06850837	0.182667799	1	0	0.006796941	10.9388	0.4606	0.032198	0.1492	0.002996	0.4507165
603016	新宏泰	2021	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.062032336	0.158127208	1	0	0.008833922	13.8715	0.5594	0.029631	0.103	0.249386	0.4639108
603016	新宏泰	2022	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.050395115	0.151172893	1	0	0.007819288	14.2391	0.5996	0.0277	0.1188	0.107927	0.4314382
603016	新宏泰	2023	江苏省	东部地区	无锡市	电气机械及器材制造业	非电力家用器具制造	0.048343093	0.154891304	1	0	0.007246377	15.2756	0.6026	0.025474	0.1176	0.029145	0.4143611
603019	中科曙光	2017	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.068299267	0.445642408	1	0	0.230458221	21.4633	0.7762	0.035928	0.0519	0.44358	1.256247
603019	中科曙光	2018	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.079912152	0.51498538	1	0	0.231725146	24.233	0.7789	0.024046	0.0516	0.438919	1.2826
603019	中科曙光	2019	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.09668376	0.559527714	1	0	0.251557888	29.5553	0.6364	0.054654	0.067	0.051849	1.397839
603019	中科曙光	2020	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.092527238	0.611944778	1	0	0.259903962	28.7405	0.5386	0.048912	0.0873	0.066621	1.384059
603019	中科曙光	2021	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.136941413	0.637094809	1	0	0.270290032	27.7848	0.4757	0.046463	0.1129	0.102275	1.423186
603019	中科曙光	2022	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.190061713	0.646319205	1	0	0.551612249	30.3994	0.4491	0.049967	0.1243	0.161387	1.919366
603019	中科曙光	2023	天津市	东部地区	天津市	计算机、通信和其他电子设备制造业	电子器件制造	0.170308548	0.652381828	1	0	0.279749862	34.6099	0.4526	0.13655	0.1308	0.103375	1.628426
603025	大豪科技	2017	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.081223923	0.379104478	1	0	0.113432836	21.384	0.5594	0.003957	0.3758	0.532989	0.9700072
603025	大豪科技	2018	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.095309076	0.356968215	1	0	0.096577017	22.4374	0.5241	0.003734	0.3448	0.016704	0.8366827
603025	大豪科技	2019	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.114286882	0.399234694	1	0	0.107142857	26.1373	0.4772	0.00723	0.2625	-0.094772	0.9090986
603025	大豪科技	2020	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.11953584	0.355324074	1	0	0.084490741	22.1607	0.3993	0.005956	0.2601	-0.144242	0.7848881
603025	大豪科技	2021	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.097350234	0.339805825	1	0	0.072815534	20.4571	0.6839	0.007126	0.2423	0.807593	0.8164274
603025	大豪科技	2022	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.102538868	0.343213729	1	0	0.067862715	20.6083	0.5858	0.014464	0.2856	0.061628	0.7232075
603025	大豪科技	2023	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	电子器件制造	0.090117876	0.321452145	1	0	0.058745875	21.5002	0.5756	0.010314	0.2154	0.272214	0.6597818
603029	天鹅股份	2017	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.060311907	0.142307692	1	0	0.023076923	12.9533	0.331	0.087669	0.0367	0.221108	0.6042572
603029	天鹅股份	2018	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.058799298	0.238461538	1	0	0.04	12.956	0.3188	0.078213	0.0747	0.08189	0.6312023
603029	天鹅股份	2019	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.07781568	0.25	1	0	0.040697674	15.825	0.3851	0.068666	0.0502	0.388929	0.7053748
603029	天鹅股份	2020	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.086951988	0.213001383	1	0	0.434301521	16.33	0.349	0.058043	-0.0043	-0.029239	1.305116
603029	天鹅股份	2021	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.064418547	0.106060606	1	0	0.015151515	14.8456	0.3925	0.055549	0.0693	0.164312	0.4849361
603029	天鹅股份	2022	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.080577732	0.120141343	1	0	0.012956419	17.7475	0.4034	0.038823	0.0887	0.240775	0.5047649
603029	天鹅股份	2023	山东省	东部地区	济南市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.101735202	0.126245847	1	0	0.015503876	18.642	0.3446	0.034112	0.0929	0.08791	0.4899451
603035	常熟汽饰	2017	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.025574971	0.109441052	1	0	0.003757633	8.8166	0.4256	0.060199	0.1696	-0.067837	0.3773749
603035	常熟汽饰	2018	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.032574841	0.143606293	1	0	0.004437273	9.2664	0.3788	0.064745	0.23	0.092944	0.4158708
603035	常熟汽饰	2019	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.049694405	0.172523962	1	0	0.004153355	10.0008	0.3133	0.041935	0.1329	0.246239	0.4082281
603035	常熟汽饰	2020	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.030491575	0.187017995	1	0	0.004820051	10.6302	0.3117	0.039833	0.1564	0.215731	0.4002525
603035	常熟汽饰	2021	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.036475085	0.103564547	1	0	0.004576108	11.4352	0.3631	0.036532	0.1543	0.200564	0.347547
603035	常熟汽饰	2022	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.034883995	0.165005537	1	0	0.008859358	14.0344	0.4567	0.032939	0.1373	0.376665	0.4314937
603035	常熟汽饰	2023	江苏省	东部地区	苏州市	汽车制造业	汽车整车制造	0.038337648	0.194415284	1	0	0.016796137	17.1475	0.4927	0.031078	0.1165	0.25452	0.4628791
603036	如通股份	2017	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.05295198	0.161564626	1	0	0.12755102	8.8206	0.185	0.030366	0.1808	-0.078077	0.5682678
603036	如通股份	2018	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.04618935	0.153846154	1	0	0.118589744	9.8696	0.2184	0.027914	0.16	0.222658	0.5512894
603036	如通股份	2019	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.050884056	0.152173913	1	0	0.121118012	11.286	0.2552	0.024242	0.2176	0.242085	0.5680698
603036	如通股份	2020	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.054114198	0.129139073	1	0	0.114238411	10.3664	0.235	0.021613	0.2292	-0.02724	0.5084782
603036	如通股份	2021	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.051206767	0.127483444	1	0	0.109271523	11.429	0.2096	0.02729	0.1991	-0.072078	0.49175
603036	如通股份	2022	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.050708659	0.127868852	1	0	0.12295082	12.2518	0.2285	0.025143	0.2596	0.137787	0.5221657
603036	如通股份	2023	江苏省	东部地区	南通市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.053927847	0.139318885	1	0	0.116099071	13.2634	0.2682	0.022326	0.2495	0.237095	0.5078633
603037	凯众股份	2017	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.04842791	0.216883117	1	0	0.022077922	10.8866	0.6516	0.01729	0.2551	0.382516	0.5466722
603037	凯众股份	2018	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.045567927	0.21978022	1	0	0.027472527	13.2803	0.5939	0.015604	0.231	0.219746	0.5084568
603037	凯众股份	2019	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.066700949	0.253658537	1	0	0.040650407	15.2903	0.5186	0.015916	0.1644	-0.100712	0.5436261
603037	凯众股份	2020	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.070475338	0.251336898	1	0	0.049910873	16.8605	0.5193	0.03564	0.1649	0.001429	0.6417519
603037	凯众股份	2021	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.086640992	0.251509054	1	0	0.048289738	21.3045	0.549	0.045258	0.1558	0.10923	0.7137463
603037	凯众股份	2022	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.091973837	0.31047619	1	0	0.068571429	26.1307	0.6015	0.043109	0.1104	0.170712	0.8145351
603037	凯众股份	2023	上海市	东部地区	上海市	汽车制造业	低速载货汽车制造	0.088796234	0.330628803	1	0	0.06693712	29.895	0.6535	0.031926	0.1176	0.151747	0.7904178
603042	华脉科技	2017	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.041753489	0.108584006	1	0	0.121790169	11.1433	0.7633	0.04116	0.0635	0.156490527	0.6737861
603042	华脉科技	2018	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.054499785	0.108653221	1	0	0.184775537	10.4961	0.5678	0.05624	-0.0966	-0.022533	0.7559677
603042	华脉科技	2019	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.045236508	0.13799505	1	0	0.196163366	11.3727	0.5286	0.055982	0.0243	0.119792	0.7826927
603042	华脉科技	2020	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.052734078	0.126300149	1	0	0.214710253	12.9066	0.5561	0.06353	0.0084	0.006965	0.8516592
603042	华脉科技	2021	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.048040306	0.14497272	1	0	0.008573655	12.6529	0.5817	0.057512	-0.0029	0.019518	0.4642671
603042	华脉科技	2022	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.055382976	0.198895028	1	0	0.009208103	16.0904	0.5604	0.066147	-0.0951	-0.076058	0.5416913
603042	华脉科技	2023	江苏省	东部地区	南京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.05931063	0.207302709	1	0	0.00942285	18.3156	0.5524	0.06132	-0.0871	-0.14057	0.5404792
603050	科林电气	2017	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.049588408	0.305521472	1	0	0.042331288	8.1881	0.6747	0.018738	0.075	0.156490527	0.5652176
603050	科林电气	2018	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.05969906	0.359516616	1	0	0.042900302	9.7949	0.667	0.113263	0.0707	0.259089	0.831299
603050	科林电气	2019	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.06135293	0.436265709	1	0	0.040694195	11.8019	0.6586	0.100095	0.0647	0.169578	0.8334449
603050	科林电气	2020	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.052778729	0.405632411	1	0	0.036561265	10.6985	0.6502	0.077902	0.0649	0.228062	0.7563337
603050	科林电气	2021	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.05733409	0.417744917	1	0	0.034195933	13.7518	0.5997	0.050827	0.046	0.163107	0.6815088
603050	科林电气	2022	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.048975413	0.416635017	1	0	0.034941132	13.3862	0.6187	0.037477	0.0457	0.286087	0.6434079
603050	科林电气	2023	河北省	东部地区	石家庄市	电气机械及器材制造业	非电力家用器具制造	0.046201955	0.380193906	1	0	0.037396122	14.3592	0.7842	0.032117	0.0782	0.488798	0.6523878
603063	禾望电气	2017	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.121691825	0.322535211	1	0	0.178873239	24.7879	0.3797	0.002514	0.2649	0.156490527	1.069911
603063	禾望电气	2018	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.101953342	0.3424821	1	0	0.171837709	25.0201	0.3648	0.004892	0.0889	0.345348	0.9997495
603063	禾望电气	2019	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.085033196	0.27257384	1	0	0.12742616	20.8087	0.4519	0.008626	0.0462	0.51197	0.8175821
603063	禾望电气	2020	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.061830859	0.260033445	1	0	0.112040134	24.7127	0.5508	0.018646	0.1111	0.309171	0.8178763
603063	禾望电气	2021	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.084348117	0.253989362	1	0	0.101728723	23.2129	0.4443	0.01496	0.1331	-0.100336	0.7049096
603063	禾望电气	2022	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.07506802	0.305121294	1	0	0.087331536	25.1592	0.5065	0.015029	0.0953	0.335221	0.7352548
603063	禾望电气	2023	广东省	东部地区	深圳市	电气机械及器材制造业	电机制造	0.08588477	0.316694631	1	0	0.190436242	27.3347	0.5721	0.011741	0.1347	0.335645	0.8847705
603076	乐惠国际	2017	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.018404469	0.19	1	0	0.234	14.0726	0.5989	0.032125	0.0807	0.156490527	0.8673837
603076	乐惠国际	2018	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.039646176	0.123478261	1	0	0.014782609	13.7353	0.555	0.039373	0.0405	0.16762	0.4612504
603076	乐惠国际	2019	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.045508793	0.132692308	1	0	0.245192308	16.1619	0.3829	0.035885	-0.0329	-0.223623	0.8150046
603076	乐惠国际	2020	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.043193692	0.136743215	1	0	0.255741127	13.8888	0.4505	0.038545	0.1238	0.130515	0.863675
603076	乐惠国际	2021	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.03871016	0.125239006	1	0	0.28585086	16.0018	0.4289	0.024265	0.0468	0.16103	0.8519716
603076	乐惠国际	2022	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.046406043	0.112012987	1	0	0.288961039	18.586	0.3911	0.021116	0.0149	0.217142	0.8337351
603076	乐惠国际	2023	浙江省	东部地区	宁波市	专用设备制造业	食品、饮料、烟草及饲料生产专用设备制造	0.038056935	0.117519827	1	0	0.289834174	20.0685	0.4769	0.023367	0.0096	0.371682	0.810757
603081	大丰实业	2017	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.026460397	0.12549463	1	0	0.020915772	13.8822	0.7358	0.03856	0.1342	0.156490527	0.5069067
603081	大丰实业	2018	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.03896681	0.11590567	1	0	0.023080783	13.8577	0.5962	0.035948	0.128	0.051711	0.4620347
603081	大丰实业	2019	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.036321286	0.132604563	1	0	0.023288973	15.757	0.5615	0.034948	0.1099	0.192468	0.4809803
603081	大丰实业	2020	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.0450205	0.14009009	1	0	0.027477477	16.0715	0.5286	0.028655	0.1245	0.17207	0.4994913
603081	大丰实业	2021	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.042091614	0.095942519	1	0	0.024936602	18.996	0.482	0.020381	0.1295	0.179126	0.429983
603081	大丰实业	2022	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.045317301	0.102791316	1	0	0.038546743	19.4093	0.3847	0.018289	0.0977	-0.039258	0.4105468
603081	大丰实业	2023	浙江省	东部地区	宁波市	专用设备制造业	农、林、牧、渔专用机械制造	0.057698526	0.126232742	1	0	0.039447732	17.1931	0.2491	0.017035	0.0497	-0.318306	0.353667
603083	剑桥科技	2017	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.046338521	0.291464261	1	0	0.026717557	11.3004	1.2452	0.024146	0.0244	0.156490527	0.6649604
603083	剑桥科技	2018	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.083759668	0.349539406	1	0	0.048618219	16.9465	1.2389	0.098134	0.0243	0.269364	1.024772
603083	剑桥科技	2019	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.127609746	0.462483829	1	0	0.102199224	29.8064	1.0548	0.139666	0.0073	-0.057844	1.390462
603083	剑桥科技	2020	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.155731197	0.454992968	1	0	0.105485232	27.6113	0.8418	0.088714	-0.0983	-0.089084	1.251868
603083	剑桥科技	2021	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.113857895	0.454237288	1	0	0.091525424	28.6759	0.7902	0.078866	0.023	0.077784	1.114158
603083	剑桥科技	2022	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.107774913	0.452173913	1	0	0.089328063	30.2803	0.8339	0.0617	0.0453	0.296647	1.075954
603083	剑桥科技	2023	上海市	东部地区	上海市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.129645366	0.5	1	0	0.105610561	31.8689	0.6194	0.071883	0.0308	-0.184584	1.065201
603085	天成自控	2017	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.054839539	0.132024374	1	0	0.008801625	9.0159	0.5987	0.06982	0.0895	1.168849	0.6467603
603085	天成自控	2018	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.057049497	0.129770992	1	0	0.007156489	12.0804	0.4976	0.096373	0.0381	0.223313	0.5853146
603085	天成自控	2019	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.058417655	0.128772636	1	0	0.004024145	19.2204	0.6625	0.115716	-0.3675	0.520029	0.734822
603085	天成自控	2020	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.042101774	0.116551127	1	0	0.013431542	14.3645	0.638	0.11024	0.0354	-0.019518	0.6217023
603085	天成自控	2021	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.038671638	0.120411817	1	0	0.008504924	17.1032	0.6834	0.093596	0.0166	0.193316	0.599126
603085	天成自控	2022	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.066463753	0.121470193	1	0	0.007171672	16.7748	0.5737	0.0749	-0.1918	-0.163674	0.5323691
603085	天成自控	2023	浙江省	东部地区	台州市	汽车制造业	汽车整车制造	0.057905163	0.090501122	1	0	0.008975318	16.2524	0.5718	0.068742	0.0099	0.001385	0.5006959
603088	宁波精达	2017	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.043217419	0.119377163	1	1	0	15.0887	0.4448	0.102805	0.1008	0.314628	1.075803
603088	宁波精达	2018	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.044380212	0.136876006	1	1	0	16.2913	0.452	0.092144	0.1184	0.116825	1.045686
603088	宁波精达	2019	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.052730403	0.143962848	1	1	0.199690402	16.7474	0.4662	0.086877	0.1689	0.097794	1.407157
603088	宁波精达	2020	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.048900909	0.148148148	1	1	0.203703704	17.6559	0.4854	0.075561	0.1606	0.12627	1.398391
603088	宁波精达	2021	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.037060942	0.116448326	1	1	0.177583697	19.0678	0.5131	0.059377	0.1602	0.255314	1.280452
603088	宁波精达	2022	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.040546993	0.112299465	1	1	0.160427807	21.5525	0.5209	0.049165	0.2205	0.218467	1.216447
603088	宁波精达	2023	浙江省	东部地区	宁波市	专用设备制造业	医疗仪器设备及器械制造	0.047854936	0.109693878	1	1	0.168367347	23.3451	0.5109	0.047166	0.2255	0.089387	1.19096
603089	正裕工业	2017	浙江省	东部地区	台州市	汽车制造业	电车制造	0.045312373	0.133234641	1	1	0.073279053	10.737	0.958	0.057971	0.0854	0.21863	1.144426
603089	正裕工业	2018	浙江省	东部地区	台州市	汽车制造业	电车制造	0.042159194	0.106060606	1	1	0.057954545	6.799	0.8176	0.053937	0.0988	0.284114	1.018778
603089	正裕工业	2019	浙江省	东部地区	台州市	汽车制造业	电车制造	0.041119204	0.116078431	1	1	0.061960784	10.0758	0.7039	0.055106	0.0926	0.024194	1.017947
603089	正裕工业	2020	浙江省	东部地区	台州市	汽车制造业	电车制造	0.04692811	0.116446125	1	1	0.06389414	10.085	0.6777	0.0885	0.1002	0.026044	1.116543
603089	正裕工业	2021	浙江省	东部地区	台州市	汽车制造业	电车制造	0.047791478	0.109057861	1	1	0.061193578	10.9578	0.8011	0.066791	0.0445	0.41566	1.097299
603089	正裕工业	2022	浙江省	东部地区	台州市	汽车制造业	电车制造	0.044640133	0.125326371	1	1	0.067558747	12.762	0.737	0.11365	0.0342	0.055473	1.1886
603089	正裕工业	2023	浙江省	东部地区	台州市	汽车制造业	电车制造	0.046196958	0.123727735	1	1	0.07283715	12.3535	0.6828	0.103256	0.0349	0.034237	1.13986
603090	宏盛股份	2017	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.043351048	0.111600587	1	0	0.098384728	9.8405	0.6578	0.082921	0.0694	0.600187	0.7506047
603090	宏盛股份	2018	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.050200523	0.123847167	1	0	0.118577075	11.264	0.6566	0.071507	0.0823	0.128254	0.7207143
603090	宏盛股份	2019	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.042103228	0.132127955	1	0	0.132127955	11.932	0.6939	0.060343	0.0664	0.182153	0.713888
603090	宏盛股份	2020	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.070027519	0.095639944	1	0	0.130801688	11.1236	0.4489	0.061486	0.0246	-0.337461	0.6375936
603090	宏盛股份	2021	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.044260663	0.10989011	1	0	0.112332112	12.4699	0.7627	0.052835	0.0263	0.720204	0.704915
603090	宏盛股份	2022	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.039517567	0.103965702	1	0	0.116827438	11.905	0.8764	0.044702	0.0759	0.277026	0.6503872
603090	宏盛股份	2023	江苏省	东部地区	无锡市	通用设备制造业	其他通用设备制造业	0.044586669	0.154419595	1	0	0.137380192	12.7897	0.8281	0.044817	0.08	-0.025677	0.6555626
